10,10,10,10,10
9.1837,14.865,0.24447,9.9592,9.9846
9.1374,14.983,0.001907,9.9847,9.9661
9.1106,14.982,1.456e-05,10.012,9.9476
9.0839,14.98,1.8024e-07,10.039,9.929
9.0572,14.978,-2.1304e-07,10.066,9.9105
9.0305,14.975,2.2769e-07,10.093,9.892
9.0038,14.973,5.8561e-06,10.12,9.8735
8.9157,15.348,0.36903,10.142,9.8548
8.733,16.297,0.37743,10.158,9.8347
8.5463,17.261,0.35701,10.175,9.8128
8.3581,18.224,0.33889,10.195,9.789
8.1683,19.185,0.32269,10.216,9.7634
7.977,20.145,0.30809,10.238,9.736
7.7842,21.105,0.29497,10.263,9.7068
7.6329,21.799,0.02284,10.292,9.6758
7.5926,21.805,2.35e-05,10.331,9.6444
7.5543,21.801,1.3234e-08,10.371,9.6129
7.5159,21.796,3.8926e-07,10.41,9.5815
7.4776,21.791,-8.4912e-08,10.449,9.55
7.4392,21.786,3.1431e-07,10.489,9.5186
7.4009,21.782,3.4089e-08,10.528,9.4873
7.3627,21.777,-4.1073e-07,10.567,9.4559
7.3244,21.772,-8.4996e-08,10.606,9.4245
7.2862,21.767,-1.1104e-07,10.646,9.3932
7.248,21.763,-6.9756e-07,10.685,9.3618
7.2098,21.758,-1.966e-07,10.724,9.3305
7.1717,21.753,-1.2526e-08,10.763,9.2992
7.1335,21.748,-8.0493e-07,10.802,9.268
7.0954,21.744,3.7668e-08,10.841,9.2367
7.0574,21.739,1.2202e-07,10.881,9.2055
7.0193,21.734,5.4583e-06,10.92,9.1742
6.9126,22.152,0.27809,10.953,9.1428
6.7176,23.106,0.27643,10.981,9.1099
6.5204,24.063,0.26682,11.011,9.0752
6.3217,25.019,0.25802,11.042,9.0387
6.1216,25.975,0.25025,11.075,9.0004
5.92,26.93,0.24303,11.11,8.9602
5.717,27.884,0.23643,11.146,8.9183
5.5592,28.55,0.011014,11.188,8.8747
5.5094,28.548,2.368e-06,11.239,8.8307
5.4605,28.54,-1.4357e-07,11.291,8.7867
5.4117,28.532,3.9195e-07,11.342,8.7427
5.3629,28.523,-2.4324e-07,11.393,8.6987
5.3142,28.515,2.5281e-07,11.444,8.6548
5.2656,28.507,-2.664e-07,11.495,8.6109
5.217,28.499,1.3394e-07,11.546,8.567
5.1684,28.491,-3.2993e-07,11.597,8.5232
5.12,28.483,9.6026e-08,11.648,8.4794
5.0715,28.475,-4.2464e-07,11.699,8.4356
5.0232,28.467,1.3822e-07,11.75,8.3918
4.9749,28.458,-5.0731e-07,11.801,8.3481
4.9267,28.45,2.4661e-07,11.852,8.3044
4.8785,28.442,-5.1837e-07,11.903,8.2608
4.8305,28.434,3.2752e-07,11.954,8.2172
4.7824,28.426,5.2135e-06,12.005,8.1736
4.6626,28.861,0.23637,12.05,8.1298
4.4583,29.812,0.23556,12.089,8.0845
4.2523,30.764,0.23128,12.131,8.0375
4.0453,31.715,0.22769,12.174,7.9887
3.837,32.665,0.22454,12.218,7.9381
3.6278,33.614,0.22228,12.265,7.8858
3.4176,34.563,0.22032,12.313,7.8317
3.2539,35.217,0.0089071,12.366,7.7759
3.1967,35.209,1.2158e-06,12.429,7.7198
3.1405,35.197,-5.933e-08,12.491,7.6637
3.0844,35.185,-1.9372e-07,12.554,7.6076
3.0286,35.172,2.4974e-07,12.617,7.5516
2.9729,35.16,-2.3917e-07,12.679,7.4956
2.9174,35.147,5.7848e-07,12.742,7.4397
2.8621,35.135,-3.8017e-08,12.804,7.3839
2.807,35.123,3.175e-07,12.866,7.3281
2.7522,35.11,6.8323e-08,12.929,7.2724
2.6975,35.098,6.7396e-08,12.991,7.2167
2.6431,35.086,4.5228e-08,13.053,7.1611
2.5888,35.074,2.2123e-08,13.115,7.1055
2.5349,35.061,-1.257e-07,13.177,7.05
2.4811,35.049,1.71e-07,13.239,6.9946
2.4276,35.037,-1.841e-07,13.301,6.9392
2.3744,35.024,5.1206e-06,13.363,6.8838
2.2511,35.45,0.24785,13.419,6.8284
2.0449,36.391,0.25695,13.47,6.7714
1.8386,37.334,0.26337,13.522,6.7128
1.633,38.274,0.27255,13.576,6.6525
1.4287,39.212,0.28567,13.632,6.5904
1.2264,40.146,0.30389,13.689,6.5267
1.0271,41.076,0.33005,13.748,6.4613
0.86928,41.761,0.045056,13.811,6.3943
0.81945,41.766,0.00023437,13.884,6.3268
0.77418,41.748,1.4454e-06,13.958,6.2594
0.73007,41.731,4.6708e-09,14.031,6.1922
0.68715,41.714,2.0337e-07,14.104,6.125
0.64547,41.696,8.7599e-07,14.177,6.0579
0.60505,41.679,5.8631e-09,14.25,5.9909
0.56596,41.662,1.0047e-07,14.323,5.924
